"date","value","group","region","type"
"2021-02-24",1552,"50-59","lombardia","first_dose"
"2021-02-24",715,"60-69","lombardia","first_dose"
"2021-02-24",373,"70-79","lombardia","first_dose"
"2021-02-24",4384,"80-89","lombardia","first_dose"
"2021-02-24",2700,"over90","lombardia","first_dose"
"2021-02-24",29,"10-19","lombardia","first_dose"
"2021-02-25",726,"20-29","lombardia","first_dose"
"2021-02-25",1120,"30-39","lombardia","first_dose"
"2021-02-25",1355,"40-49","lombardia","first_dose"
"2021-02-25",1104,"50-59","lombardia","first_dose"
"2021-02-25",405,"60-69","lombardia","first_dose"
"2021-02-25",252,"70-79","lombardia","first_dose"
"2021-02-25",7030,"80-89","lombardia","first_dose"
"2021-02-25",1477,"over90","lombardia","first_dose"
"2021-02-25",18,"10-19","lombardia","first_dose"
"2021-02-26",739,"20-29","lombardia","first_dose"
"2021-02-26",1272,"30-39","lombardia","first_dose"
"2021-02-26",1389,"40-49","lombardia","first_dose"
"2021-02-26",1269,"50-59","lombardia","first_dose"
"2021-02-26",520,"60-69","lombardia","first_dose"
"2021-02-26",193,"70-79","lombardia","first_dose"
"2021-02-26",9029,"80-89","lombardia","first_dose"
"2021-02-26",1879,"over90","lombardia","first_dose"
"2021-02-26",5,"10-19","lombardia","first_dose"
"2021-02-27",539,"20-29","lombardia","first_dose"
"2021-02-27",863,"30-39","lombardia","first_dose"
"2021-02-27",956,"40-49","lombardia","first_dose"
"2021-02-27",1024,"50-59","lombardia","first_dose"
"2021-02-27",694,"60-69","lombardia","first_dose"
"2021-02-27",506,"70-79","lombardia","first_dose"
"2021-02-27",6026,"80-89","lombardia","first_dose"
"2021-02-27",2494,"over90","lombardia","first_dose"
"2021-02-27",12,"10-19","lombardia","first_dose"
"2021-02-28",233,"20-29","lombardia","first_dose"
"2021-02-28",346,"30-39","lombardia","first_dose"
"2021-02-28",491,"40-49","lombardia","first_dose"
"2021-02-28",602,"50-59","lombardia","first_dose"
"2021-02-28",1094,"60-69","lombardia","first_dose"
"2021-02-28",378,"70-79","lombardia","first_dose"
"2021-02-28",2995,"80-89","lombardia","first_dose"
"2021-02-28",1451,"over90","lombardia","first_dose"
"2021-02-28",3,"10-19","lombardia","first_dose"
"2021-03-01",696,"20-29","lombardia","first_dose"
"2021-03-01",915,"30-39","lombardia","first_dose"
"2021-03-01",1299,"40-49","lombardia","first_dose"
"2021-03-01",1293,"50-59","lombardia","first_dose"
"2021-03-01",1130,"60-69","lombardia","first_dose"
"2021-03-01",459,"70-79","lombardia","first_dose"
"2021-03-01",9188,"80-89","lombardia","first_dose"
"2021-03-01",1849,"over90","lombardia","first_dose"
"2021-03-01",13,"10-19","lombardia","first_dose"
"2021-03-02",767,"20-29","lombardia","first_dose"
"2021-03-02",1079,"30-39","lombardia","first_dose"
"2021-03-02",1453,"40-49","lombardia","first_dose"
"2021-03-02",1708,"50-59","lombardia","first_dose"
"2021-03-02",2084,"60-69","lombardia","first_dose"
"2021-03-02",695,"70-79","lombardia","first_dose"
"2021-03-02",9085,"80-89","lombardia","first_dose"
"2021-03-02",2573,"over90","lombardia","first_dose"
"2021-03-02",24,"10-19","lombardia","first_dose"
"2021-03-03",630,"20-29","lombardia","first_dose"
"2021-03-03",954,"30-39","lombardia","first_dose"
"2021-03-03",1395,"40-49","lombardia","first_dose"
"2021-03-03",1687,"50-59","lombardia","first_dose"
"2021-03-03",2153,"60-69","lombardia","first_dose"
"2021-03-03",2048,"70-79","lombardia","first_dose"
"2021-03-03",7103,"80-89","lombardia","first_dose"
"2021-03-03",3449,"over90","lombardia","first_dose"
"2021-03-03",22,"10-19","lombardia","first_dose"
"2021-03-04",620,"20-29","lombardia","first_dose"
"2021-03-04",945,"30-39","lombardia","first_dose"
"2021-03-04",1315,"40-49","lombardia","first_dose"
"2021-03-04",1629,"50-59","lombardia","first_dose"
"2021-03-04",2220,"60-69","lombardia","first_dose"
"2021-03-04",2012,"70-79","lombardia","first_dose"
"2021-03-04",7605,"80-89","lombardia","first_dose"
"2021-03-04",3657,"over90","lombardia","first_dose"
"2021-03-04",15,"10-19","lombardia","first_dose"
"2021-03-05",690,"20-29","lombardia","first_dose"
"2021-03-05",920,"30-39","lombardia","first_dose"
"2021-03-05",1285,"40-49","lombardia","first_dose"
"2021-03-05",1823,"50-59","lombardia","first_dose"
"2021-03-05",1955,"60-69","lombardia","first_dose"
"2021-03-05",2276,"70-79","lombardia","first_dose"
"2021-03-05",8134,"80-89","lombardia","first_dose"
"2021-03-05",3094,"over90","lombardia","first_dose"
"2021-03-05",18,"10-19","lombardia","first_dose"
"2021-03-06",789,"20-29","lombardia","first_dose"
"2021-03-06",992,"30-39","lombardia","first_dose"
"2021-03-06",1168,"40-49","lombardia","first_dose"
"2021-03-06",2000,"50-59","lombardia","first_dose"
"2021-03-06",2419,"60-69","lombardia","first_dose"
"2021-03-06",1392,"70-79","lombardia","first_dose"
"2021-03-06",5497,"80-89","lombardia","first_dose"
"2021-03-06",2217,"over90","lombardia","first_dose"
"2021-03-06",12,"10-19","lombardia","first_dose"
"2021-03-07",413,"20-29","lombardia","first_dose"
"2021-03-07",634,"30-39","lombardia","first_dose"
"2021-03-07",1105,"40-49","lombardia","first_dose"
"2021-03-07",1231,"50-59","lombardia","first_dose"
"2021-03-07",763,"60-69","lombardia","first_dose"
"2021-03-07",423,"70-79","lombardia","first_dose"
"2021-03-07",3437,"80-89","lombardia","first_dose"
"2021-03-07",1286,"over90","lombardia","first_dose"
"2021-03-07",19,"10-19","lombardia","first_dose"
"2021-03-08",1017,"20-29","lombardia","first_dose"
"2021-03-08",1722,"30-39","lombardia","first_dose"
"2021-03-08",2362,"40-49","lombardia","first_dose"
"2021-03-08",2961,"50-59","lombardia","first_dose"
"2021-03-08",1803,"60-69","lombardia","first_dose"
"2021-03-08",387,"70-79","lombardia","first_dose"
"2021-03-08",5597,"80-89","lombardia","first_dose"
"2021-03-08",6173,"over90","lombardia","first_dose"
"2021-03-08",47,"10-19","lombardia","first_dose"
"2021-03-09",1071,"20-29","lombardia","first_dose"
"2021-03-09",2047,"30-39","lombardia","first_dose"
"2021-03-09",2827,"40-49","lombardia","first_dose"
"2021-03-09",3642,"50-59","lombardia","first_dose"
"2021-03-09",2175,"60-69","lombardia","first_dose"
"2021-03-09",656,"70-79","lombardia","first_dose"
"2021-03-09",9954,"80-89","lombardia","first_dose"
"2021-03-09",2755,"over90","lombardia","first_dose"
"2021-03-09",35,"10-19","lombardia","first_dose"
"2021-03-10",1231,"20-29","lombardia","first_dose"
"2021-03-10",2096,"30-39","lombardia","first_dose"
"2021-03-10",2919,"40-49","lombardia","first_dose"
"2021-03-10",3516,"50-59","lombardia","first_dose"
"2021-03-10",2068,"60-69","lombardia","first_dose"
"2021-03-10",560,"70-79","lombardia","first_dose"
"2021-03-10",10449,"80-89","lombardia","first_dose"
"2021-03-10",1935,"over90","lombardia","first_dose"
"2021-03-10",12,"10-19","lombardia","first_dose"
"2021-03-11",1056,"20-29","lombardia","first_dose"
"2021-03-11",2029,"30-39","lombardia","first_dose"
"2021-03-11",3244,"40-49","lombardia","first_dose"
"2021-03-11",3851,"50-59","lombardia","first_dose"
"2021-03-11",2116,"60-69","lombardia","first_dose"
"2021-03-11",610,"70-79","lombardia","first_dose"
"2021-03-11",10472,"80-89","lombardia","first_dose"
"2021-03-11",2140,"over90","lombardia","first_dose"
"2021-03-11",18,"10-19","lombardia","first_dose"
"2021-03-12",1147,"20-29","lombardia","first_dose"
"2021-03-12",2073,"30-39","lombardia","first_dose"
"2021-03-12",3185,"40-49","lombardia","first_dose"
"2021-03-12",3853,"50-59","lombardia","first_dose"
"2021-03-12",1883,"60-69","lombardia","first_dose"
"2021-03-12",467,"70-79","lombardia","first_dose"
"2021-03-12",10404,"80-89","lombardia","first_dose"
"2021-03-12",1356,"over90","lombardia","first_dose"
"2021-03-12",9,"10-19","lombardia","first_dose"
"2021-03-13",1122,"20-29","lombardia","first_dose"
"2021-03-13",2031,"30-39","lombardia","first_dose"
"2021-03-13",3100,"40-49","lombardia","first_dose"
"2021-03-13",3729,"50-59","lombardia","first_dose"
"2021-03-13",2015,"60-69","lombardia","first_dose"
"2021-03-13",891,"70-79","lombardia","first_dose"
"2021-03-13",6872,"80-89","lombardia","first_dose"
"2021-03-13",712,"over90","lombardia","first_dose"
"2021-03-13",6,"10-19","lombardia","first_dose"
"2021-03-14",852,"20-29","lombardia","first_dose"
"2021-03-14",1424,"30-39","lombardia","first_dose"
"2021-03-14",1972,"40-49","lombardia","first_dose"
"2021-03-14",2257,"50-59","lombardia","first_dose"
"2021-03-14",1209,"60-69","lombardia","first_dose"
"2021-03-14",239,"70-79","lombardia","first_dose"
"2021-03-14",3063,"80-89","lombardia","first_dose"
"2021-03-14",133,"over90","lombardia","first_dose"
"2021-03-14",5,"10-19","lombardia","first_dose"
"2021-03-15",1378,"20-29","lombardia","first_dose"
"2021-03-15",2441,"30-39","lombardia","first_dose"
"2021-03-15",3260,"40-49","lombardia","first_dose"
"2021-03-15",3470,"50-59","lombardia","first_dose"
"2021-03-15",1970,"60-69","lombardia","first_dose"
"2021-03-15",578,"70-79","lombardia","first_dose"
"2021-03-15",8819,"80-89","lombardia","first_dose"
"2021-03-15",424,"over90","lombardia","first_dose"
"2021-03-15",15,"10-19","lombardia","first_dose"
"2021-03-16",231,"20-29","lombardia","first_dose"
"2021-03-16",261,"30-39","lombardia","first_dose"
"2021-03-16",360,"40-49","lombardia","first_dose"
"2021-03-16",437,"50-59","lombardia","first_dose"
"2021-03-16",549,"60-69","lombardia","first_dose"
"2021-03-16",381,"70-79","lombardia","first_dose"
"2021-03-16",10644,"80-89","lombardia","first_dose"
"2021-03-16",3413,"over90","lombardia","first_dose"
"2021-03-16",15,"10-19","lombardia","first_dose"
"2021-03-17",196,"20-29","lombardia","first_dose"
"2021-03-17",187,"30-39","lombardia","first_dose"
"2021-03-17",244,"40-49","lombardia","first_dose"
"2021-03-17",306,"50-59","lombardia","first_dose"
"2021-03-17",228,"60-69","lombardia","first_dose"
"2021-03-17",204,"70-79","lombardia","first_dose"
"2021-03-17",11966,"80-89","lombardia","first_dose"
"2021-03-17",1766,"over90","lombardia","first_dose"
"2021-03-17",50,"10-19","lombardia","first_dose"
"2021-03-18",234,"20-29","lombardia","first_dose"
"2021-03-18",247,"30-39","lombardia","first_dose"
"2021-03-18",372,"40-49","lombardia","first_dose"
"2021-03-18",497,"50-59","lombardia","first_dose"
"2021-03-18",451,"60-69","lombardia","first_dose"
"2021-03-18",376,"70-79","lombardia","first_dose"
"2021-03-18",12344,"80-89","lombardia","first_dose"
"2021-03-18",1400,"over90","lombardia","first_dose"
"2021-03-18",7,"10-19","lombardia","first_dose"
"2021-03-19",733,"20-29","lombardia","first_dose"
"2021-03-19",1124,"30-39","lombardia","first_dose"
"2021-03-19",1460,"40-49","lombardia","first_dose"
"2021-03-19",1594,"50-59","lombardia","first_dose"
"2021-03-19",843,"60-69","lombardia","first_dose"
"2021-03-19",394,"70-79","lombardia","first_dose"
"2021-03-19",11985,"80-89","lombardia","first_dose"
"2021-03-19",756,"over90","lombardia","first_dose"
"2021-03-19",11,"10-19","lombardia","first_dose"
"2021-03-20",1567,"20-29","lombardia","first_dose"
"2021-03-20",2333,"30-39","lombardia","first_dose"
"2021-03-20",3010,"40-49","lombardia","first_dose"
"2021-03-20",2916,"50-59","lombardia","first_dose"
"2021-03-20",1378,"60-69","lombardia","first_dose"
"2021-03-20",360,"70-79","lombardia","first_dose"
"2021-03-20",9687,"80-89","lombardia","first_dose"
"2021-03-20",973,"over90","lombardia","first_dose"
"2021-03-20",14,"10-19","lombardia","first_dose"
"2021-03-21",1727,"20-29","lombardia","first_dose"
"2021-03-21",2502,"30-39","lombardia","first_dose"
"2021-03-21",2848,"40-49","lombardia","first_dose"
"2021-03-21",3161,"50-59","lombardia","first_dose"
"2021-03-21",1545,"60-69","lombardia","first_dose"
"2021-03-21",319,"70-79","lombardia","first_dose"
"2021-03-21",5342,"80-89","lombardia","first_dose"
"2021-03-21",193,"over90","lombardia","first_dose"
"2021-03-21",16,"10-19","lombardia","first_dose"
"2021-03-22",2176,"20-29","lombardia","first_dose"
"2021-03-22",3195,"30-39","lombardia","first_dose"
"2021-03-22",4004,"40-49","lombardia","first_dose"
"2021-03-22",4350,"50-59","lombardia","first_dose"
"2021-03-22",2206,"60-69","lombardia","first_dose"
"2021-03-22",535,"70-79","lombardia","first_dose"
"2021-03-22",9425,"80-89","lombardia","first_dose"
"2021-03-22",2927,"over90","lombardia","first_dose"
"2021-03-22",49,"10-19","lombardia","first_dose"
"2021-03-23",1900,"20-29","lombardia","first_dose"
"2021-03-23",3143,"30-39","lombardia","first_dose"
"2021-03-23",3974,"40-49","lombardia","first_dose"
"2021-03-23",4583,"50-59","lombardia","first_dose"
"2021-03-23",2745,"60-69","lombardia","first_dose"
"2021-03-23",746,"70-79","lombardia","first_dose"
"2021-03-23",10817,"80-89","lombardia","first_dose"
"2021-03-23",850,"over90","lombardia","first_dose"
"2021-03-23",46,"10-19","lombardia","first_dose"
"2021-03-24",2081,"20-29","lombardia","first_dose"
"2021-03-24",3344,"30-39","lombardia","first_dose"
"2021-03-24",4315,"40-49","lombardia","first_dose"
"2021-03-24",5111,"50-59","lombardia","first_dose"
"2021-03-24",3114,"60-69","lombardia","first_dose"
"2021-03-24",1212,"70-79","lombardia","first_dose"
"2021-03-24",10282,"80-89","lombardia","first_dose"
"2021-03-24",929,"over90","lombardia","first_dose"
"2021-03-24",46,"10-19","lombardia","first_dose"
"2021-03-25",2226,"20-29","lombardia","first_dose"
"2021-03-25",3123,"30-39","lombardia","first_dose"
"2021-03-25",3898,"40-49","lombardia","first_dose"
"2021-03-25",4646,"50-59","lombardia","first_dose"
"2021-03-25",2872,"60-69","lombardia","first_dose"
"2021-03-25",1291,"70-79","lombardia","first_dose"
"2021-03-25",10236,"80-89","lombardia","first_dose"
"2021-03-25",843,"over90","lombardia","first_dose"
"2021-03-25",49,"10-19","lombardia","first_dose"
"2021-03-26",1596,"20-29","lombardia","first_dose"
"2021-03-26",2433,"30-39","lombardia","first_dose"
"2021-03-26",3270,"40-49","lombardia","first_dose"
"2021-03-26",3979,"50-59","lombardia","first_dose"
"2021-03-26",2483,"60-69","lombardia","first_dose"
"2021-03-26",1192,"70-79","lombardia","first_dose"
"2021-03-26",11036,"80-89","lombardia","first_dose"
"2021-03-26",1351,"over90","lombardia","first_dose"
"2021-03-26",92,"10-19","lombardia","first_dose"
"2021-03-27",1269,"20-29","lombardia","first_dose"
"2021-03-27",1883,"30-39","lombardia","first_dose"
"2021-03-27",2463,"40-49","lombardia","first_dose"
"2021-03-27",2801,"50-59","lombardia","first_dose"
"2021-03-27",2111,"60-69","lombardia","first_dose"
"2021-03-27",1000,"70-79","lombardia","first_dose"
"2021-03-27",10314,"80-89","lombardia","first_dose"
"2021-03-27",1150,"over90","lombardia","first_dose"
"2021-03-27",58,"10-19","lombardia","first_dose"
"2021-03-28",724,"20-29","lombardia","first_dose"
"2021-03-28",1286,"30-39","lombardia","first_dose"
"2021-03-28",1504,"40-49","lombardia","first_dose"
"2021-03-28",1750,"50-59","lombardia","first_dose"
"2021-03-28",1325,"60-69","lombardia","first_dose"
"2021-03-28",736,"70-79","lombardia","first_dose"
"2021-03-28",5918,"80-89","lombardia","first_dose"
"2021-03-28",658,"over90","lombardia","first_dose"
"2021-03-28",26,"10-19","lombardia","first_dose"
"2021-03-29",1971,"20-29","lombardia","first_dose"
"2021-03-29",2536,"30-39","lombardia","first_dose"
"2021-03-29",3168,"40-49","lombardia","first_dose"
"2021-03-29",3788,"50-59","lombardia","first_dose"
"2021-03-29",2419,"60-69","lombardia","first_dose"
"2021-03-29",1300,"70-79","lombardia","first_dose"
"2021-03-29",8514,"80-89","lombardia","first_dose"
"2021-03-29",741,"over90","lombardia","first_dose"
"2021-03-29",40,"10-19","lombardia","first_dose"
"2021-03-30",1590,"20-29","lombardia","first_dose"
"2021-03-30",2281,"30-39","lombardia","first_dose"
"2021-03-30",2838,"40-49","lombardia","first_dose"
"2021-03-30",3503,"50-59","lombardia","first_dose"
"2021-03-30",2492,"60-69","lombardia","first_dose"
"2021-03-30",1280,"70-79","lombardia","first_dose"
"2021-03-30",9220,"80-89","lombardia","first_dose"
"2021-03-30",954,"over90","lombardia","first_dose"
"2021-03-30",41,"10-19","lombardia","first_dose"
"2021-03-31",1429,"20-29","lombardia","first_dose"
"2021-03-31",1865,"30-39","lombardia","first_dose"
"2021-03-31",2629,"40-49","lombardia","first_dose"
"2021-03-31",3258,"50-59","lombardia","first_dose"
"2021-03-31",2265,"60-69","lombardia","first_dose"
"2021-03-31",1303,"70-79","lombardia","first_dose"
"2021-03-31",12080,"80-89","lombardia","first_dose"
"2021-03-31",1252,"over90","lombardia","first_dose"
"2021-03-31",60,"10-19","lombardia","first_dose"
"2021-04-01",1307,"20-29","lombardia","first_dose"
"2021-04-01",1820,"30-39","lombardia","first_dose"
"2021-04-01",2379,"40-49","lombardia","first_dose"
"2021-04-01",2955,"50-59","lombardia","first_dose"
"2021-04-01",2106,"60-69","lombardia","first_dose"
"2021-04-01",1157,"70-79","lombardia","first_dose"
"2021-04-01",12910,"80-89","lombardia","first_dose"
"2021-04-01",1368,"over90","lombardia","first_dose"
"2021-04-01",37,"10-19","lombardia","first_dose"
"2021-04-02",1314,"20-29","lombardia","first_dose"
"2021-04-02",1585,"30-39","lombardia","first_dose"
"2021-04-02",2220,"40-49","lombardia","first_dose"
"2021-04-02",2757,"50-59","lombardia","first_dose"
"2021-04-02",1954,"60-69","lombardia","first_dose"
"2021-04-02",1442,"70-79","lombardia","first_dose"
"2021-04-02",13585,"80-89","lombardia","first_dose"
"2021-04-02",1201,"over90","lombardia","first_dose"
"2021-04-02",91,"10-19","lombardia","first_dose"
"2021-04-03",546,"20-29","lombardia","first_dose"
"2021-04-03",659,"30-39","lombardia","first_dose"
"2021-04-03",957,"40-49","lombardia","first_dose"
"2021-04-03",1197,"50-59","lombardia","first_dose"
"2021-04-03",849,"60-69","lombardia","first_dose"
"2021-04-03",843,"70-79","lombardia","first_dose"
"2021-04-03",18987,"80-89","lombardia","first_dose"
"2021-04-03",1709,"over90","lombardia","first_dose"
"2021-04-03",14,"10-19","lombardia","first_dose"
"2021-04-04",40,"20-29","lombardia","first_dose"
"2021-04-04",45,"30-39","lombardia","first_dose"
"2021-04-04",95,"40-49","lombardia","first_dose"
"2021-04-04",163,"50-59","lombardia","first_dose"
"2021-04-04",129,"60-69","lombardia","first_dose"
"2021-04-04",114,"70-79","lombardia","first_dose"
"2021-04-04",2956,"80-89","lombardia","first_dose"
"2021-04-04",134,"over90","lombardia","first_dose"
"2021-04-04",4,"10-19","lombardia","first_dose"
"2021-04-05",202,"20-29","lombardia","first_dose"
"2021-04-05",260,"30-39","lombardia","first_dose"
"2021-04-05",386,"40-49","lombardia","first_dose"
"2021-04-05",541,"50-59","lombardia","first_dose"
"2021-04-05",489,"60-69","lombardia","first_dose"
"2021-04-05",452,"70-79","lombardia","first_dose"
